gene_id,gene_name,S231145,S231288,S231447,S231491,S231603,VN_0005,VN_0007,VN_0012,VN_0085,VN_0188,VN_0413,VN_0812,VN_0822
ENSG00000010404.17,IDS,8394.591,11195.245,12608.413,10278.914,11448.073,7106.725,9041.692,5435.545,7278.099,13068.356,8628.489,7213.373,7741.449
ENSG00000010438.16,PRSS3,0,0,4,0,2,0,0,0,5,0,0,0,0
ENSG00000010539.11,ZNF200,637,1190.999,1408.999,1105.001,1222.001,661,999,338.001,804,482.001,676.001,854.999,867
ENSG00000010610.9,CD4,4732,7509,3911,6916.999,5544.999,3339.001,2929.001,1448.998,3095,2316.001,2216,1895,1639
ENSG00000010626.14,LRRC23,67.215,71.522,59.646,49.999,92.697,22.2,29.3,15.999,39,29,8,30.626,16.456
ENSG00000010671.15,BTK,1401.001,1956.001,1834,2153.999,1998,1272,1177,777.999,920,1040,1165,917,1377.999
ENSG00000010704.18,HFE,184,218.001,124,181.999,176,165,143.001,44,161.999,86,79,85,127
ENSG00000010803.16,SCMH1,228,289,164.999,242.001,192.001,111,113,69,64.999,103,95,85.001,55
ENSG00000010810.17,FYN,4539,6014,3856.999,4984.998,4358.002,2530.001,1893.001,1999,2740.001,2427,2105.001,2434,1550.002
ENSG00000010818.8,HIVEP2,3425.999,4995,3459,4275.999,4371,2051,2427,1562,2155,2798,2306,2313,2036
ENSG00000010932.15,FMO1,1,0,1,0,1,2,1,0,0,1,0,0,0
ENSG00000011007.12,TCEB3,949,1441,891,1303.001,1000,768.999,606.999,392,645,526,392,593.999,378
ENSG00000011009.10,LYPLA2,769.999,1079.001,787,1013,1022,404,361.999,231,485,421.999,303.001,337.001,316
ENSG00000011021.21,CLCN6,561,582.681,499.569,612.001,548,329.904,265.564,226.635,212.999,169,262,259.001,226
ENSG00000011028.13,MRC2,53,99,18,98,82,9.001,19,14,30,9,17,20,19
ENSG00000011052.21,NME2,17.664,57.024,13.474,36.082,41.444,35.223,5.805,16.723,24.17,36.234,3.652,14.197,0
ENSG00000011083.8,SLC6A7,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000011105.11,TSPAN9,113,242,100,90,157,43,36,142,66,145,123,27,68
ENSG00000011114.14,BTBD7,1200,1429,1084.999,1275.999,1158,1099,782.001,559.999,944,920,772.999,946.001,847.001
ENSG00000011132.11,APBA3,680,966,674,1061,1101,288.999,252,211.999,531.999,238.002,259.001,295.999,307
ENSG00000011143.16,MKS1,89,192,97.001,158.998,143.999,81,63.999,30.001,105,53.001,42,102.999,82.999
ENSG00000011198.7,ABHD5,757,1285,2169,1230,1492,1042,1385.999,877,897.999,1213,899,1123,1485
ENSG00000011201.10,ANOS1,7,2,0,1,2,4,1,0,3,1,1,1,8
ENSG00000011243.17,AKAP8L,1449,1950,1330,1842.001,1807,582.001,608,357,529.999,587.001,527.999,677,558
ENSG00000011258.15,MBTD1,775,1200,919,1153,867,915,778.001,750.001,882,762,905,832,880
ENSG00000011260.13,UTP18,362.999,695,367.999,534,513.999,308.001,271,182,454,222,209,286.001,180
ENSG00000011275.18,RNF216,2365.001,3186,2294.999,2967,2698.001,1155.708,1083.999,996,1157.001,1151.999,1184,1187.999,1161
ENSG00000011295.15,TTC19,406.467,660.201,379.999,612,480.001,358.156,235.001,235.999,406.185,281.001,300.999,352.999,264.999
ENSG00000011304.16,PTBP1,4689.001,5862,4003.001,5324.001,5014.999,2409,1917,1883.001,1970.999,2471.998,2508.999,2005,2043.001
ENSG00000011332.19,DPF1,0,0,1,1,0,0,0,6,0,1,0,0,0
ENSG00000011347.9,SYT7,0,0,1,1,0,0,0,0,0,0,1,0,0
ENSG00000011376.9,LARS2,389,544,280,445,331,254,181,159,265,203,156,212.999,160
ENSG00000011405.13,PIK3C2A,1119,1434,1290,1151,1041,1176,981,842,973,838,926,1110,937
ENSG00000011422.11,PLAUR,1033.999,1982.998,2015.001,1604,2280.999,790.999,1279,2094.999,1767.999,1857,2038,975,940
ENSG00000011426.10,ANLN,23,23,39,46,39,12,16,32,10,27,27,22,20
ENSG00000011451.17,WIZ,893,1085,685,989,917,264,247.999,188,257,234,184.001,256.001,244
ENSG00000011454.16,RABGAP1,1000.001,1607,1071.233,1394.259,1180.001,919,728.364,669.923,883.999,722.002,706.431,787.001,680
ENSG00000011465.16,DCN,0,2,0,0,0,1,0,0,2,0,0,0,1
ENSG00000011478.11,QPCTL,83,91,48,107,114,37,32,33,57,31,24,35,35
ENSG00000011485.14,PPP5C,624.001,750,513,750.999,720,348,210,173.999,255.998,185.001,139.999,321.998,196
ENSG00000011523.13,CEP68,731,1141.001,544,1037,919,562,433,403,512,514.001,524,520.001,361
ENSG00000011566.14,MAP4K3,228,288,126.999,283,185,221,155.001,179.999,137,164,164.999,180,136
ENSG00000011590.13,ZBTB32,25,66,41,43,116,23,11,39,44,17,16,31,12
ENSG00000011600.11,TYROBP,3890.999,5225.002,4964,4480.999,5802.001,2981.001,3261,1482,2642.998,4049,3230,2700.001,3770.001
ENSG00000011638.10,TMEM159,167,384,153,238.001,275,171,133.001,136.001,264,140,143.999,113.999,168
ENSG00000011677.12,GABRA3,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000012048.19,BRCA1,240.001,366.001,509,319,389,245,324.999,162.999,221,221,224,280,272.999
ENSG00000012061.15,ERCC1,655.999,1044.001,501,969,893,378,378.001,263.999,422.001,340,386,341.001,328.001
ENSG00000012124.14,CD22,1434.999,1014,1414,1945,2186.999,668,573,276,692.999,628.999,341.001,547.001,296
ENSG00000012171.17,SEMA3B,15,23,32.001,60.999,79,5,40,25,7,12,26.001,5,28
ENSG00000012174.11,MBTPS2,174,270,156.395,245,190.033,200.981,167.253,112,204.061,176,125,203.184,154
ENSG00000012211.12,PRICKLE3,163.999,165.999,148,217,211,68.001,70.001,35,55,47.999,38,66.001,113
ENSG00000012223.12,LTF,728.999,528,1648.001,427,246,140.001,268.001,226,3737,969.999,1243,125,720.999
ENSG00000012232.8,EXTL3,1901,3171.999,3670.999,3035,3502,2150,1804.999,1408,2807,2163,1675,1542.001,2473
ENSG00000012504.13,NR1H4,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000012660.13,ELOVL5,3490,5949,6426.999,5085,4853.999,3799,4717.999,2065,3263,5366,4473,4199,4184
ENSG00000012779.10,ALOX5,4735,7244.001,7333,6791,10119,3184,4897.001,1937,3267.999,4299,3703,2580.001,4623.001
ENSG00000012817.15,KDM5D,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000012822.15,CALCOCO1,3017.998,5111.001,4101.002,4680,5097.999,1776,1973.999,1262.002,1201,2015.001,1557,1914,2016.999
ENSG00000012963.13,UBR7,481,819.046,554,787.761,669.685,471,380,262,496.158,476,354,446,382
ENSG00000012983.11,MAP4K5,607.999,554,560.999,495,346.999,398.999,266,384,286,306.999,519.999,371,327
ENSG00000013016.14,EHD3,412,766,379,504,715,223,176,417,266,317,319,159,289
ENSG00000013275.7,PSMC4,650,1003,634,824,835.001,448,417,309.001,554,434.999,330.001,352,364.001
ENSG00000013288.8,MAN2B2,2520,3200,2378.999,2594,2859,1159,1310,648,1171,1208.999,1131,1246.999,1199
ENSG00000013293.5,SLC7A14,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000013297.10,CLDN11,6,1,1,0,2,2,0,1,0,0,0,4,7
ENSG00000013306.15,SLC25A39,697.998,974.999,485,902.001,864.999,284.001,201.002,225,352.001,302.001,289.001,213,403.999
ENSG00000013364.18,MVP,5066.001,9390,7633.001,9019.999,10991.003,2542.998,3474.001,1561,3632.999,3464.001,3020.001,3161.001,3469.001
ENSG00000013374.15,NUB1,1954,3284.999,2870,2632.001,2976.001,1357,1781,816,2373.999,1561,2257.999,1963,1024.001
ENSG00000013375.15,PGM3,248,325.001,219.999,293,230.999,256.001,216,161,185.001,130,185,221,227
ENSG00000013392.7,RWDD2A,51,107,26,63,48,39,82,30,57,43,38,83,41
ENSG00000013441.15,CLK1,2780,4187,3867,3470,3718.999,3473.999,2766,3979.002,2558.999,2783,3455.999,3802.999,4085
ENSG00000013503.9,POLR3B,229,246,188,229,210,141,118,98,161,91,98,122,108
ENSG00000013523.9,ANGEL1,455.851,856.493,407.218,657.895,607.094,517.735,335.815,283.327,397.381,349.985,277.797,288.343,313.026
ENSG00000013561.17,RNF14,425.999,751.001,456.999,662.001,632.001,530.999,342,209.999,618,274,205,400,443
ENSG00000013563.13,DNASE1L1,485,777,571.001,694.999,704,281,298,174,212,250,306,236,266
ENSG00000013573.16,DDX11,135.887,202.651,97.716,573.315,185.391,66.015,41.112,239.693,50.747,141.642,118.161,57.349,59.096
ENSG00000013583.8,HEBP1,252,445,251,325,233,204,239,94,191,135,193,200,163
ENSG00000013588.5,GPRC5A,0,0,2,0,0,0,0,0,1,0,0,0,0
ENSG00000013619.13,MAMLD1,51,13,15,19,11,13,11,8,6,11,3,8,15
ENSG00000013725.14,CD6,3202.999,5446.001,1909,4629,3405,1150,723,1064.999,1480,1292.999,1340.001,1133,756
ENSG00000013810.18,TACC3,1933,3887,3561,3399,3549,929.999,1280,563.999,1253.999,1154.999,804,1235.001,1318
ENSG00000014123.9,UFL1,612,1032,614,867,591,677,523,432,752,416,550,561,423
ENSG00000014138.8,POLA2,325.999,521,318.999,479.999,459,252.999,202,107,249,157.001,123,214.999,176.001
ENSG00000014164.6,ZC3H3,850,1182,1109,984,1277,319,354,290,344,405,378,378,357
ENSG00000014216.15,CAPN1,3113.999,4952.999,3270,4529.998,5393.002,1878.001,1653.998,1407,2476,1947.001,2138.999,1628,1722
ENSG00000014257.15,ACPP,536,500,712.001,742,985.001,512,454,218,444,412,470,346.999,296
ENSG00000014641.17,MDH1,583,1084.999,502.999,931,905,703.001,468,443,1109,502.001,556,499,530
ENSG00000014824.13,SLC30A9,575,731,597,667.999,469,574,521,469,411.001,559,522.999,457.999,402
ENSG00000014914.19,MTMR11,294.999,435.001,283,474.999,253,206.001,187.001,77.001,199,153,187,173,224.001
ENSG00000014919.12,COX15,603,1099,721,1044,958,801,580,308,974,491,383,647,597
ENSG00000015133.18,CCDC88C,5738.999,6004.001,4192.998,5525.999,4438.999,2096.999,1552,1565.001,1691,1775.999,1642.001,2005.999,1168
ENSG00000015153.14,YAF2,531,588.999,709.001,681,484.999,407.999,434.001,892,602,607,692,573.001,448
ENSG00000015171.18,ZMYND11,964,1349.002,855,1146.999,888.001,746,479.999,508,659,549.999,528,708.001,344.999
ENSG00000015285.10,WAS,4553,6228.999,7972,5502.999,5886,1118,2192,686,1174.999,1772,1251,1465,1089
ENSG00000015413.9,DPEP1,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000015475.18,BID,1383.001,2482.001,2220.999,2231,2403.997,1079,1495,770.001,1296,1149.001,1368.001,1200.999,1451.999
ENSG00000015479.17,MATR3,4886.169,6953.849,4487.596,6461.288,4609.032,4022.737,3143.375,4667.237,3896.745,5225.066,5157.298,3525.781,2904.762
ENSG00000015520.14,NPC1L1,1,6,0,1,0,0,0,2,0,3,0,1,0
ENSG00000015532.9,XYLT2,492,753,427,565,556.999,236,174.999,177,237,126,166,210,177.001
ENSG00000015568.12,RGPD5,502.745,917.493,816.237,1030.536,805.52,800.983,612.17,689.815,859.776,540.613,1124.499,605.366,599.766
ENSG00000015592.16,STMN4,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000015676.17,NUDCD3,1055.999,1788.001,913.999,1510,1520,744,564,491.001,982.001,601.999,606,659.001,561.999
ENSG00000016082.14,ISL1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000016391.10,CHDH,15,23,12,24,29,8,2,6,1,3,13,5,0
ENSG00000016402.12,IL20RA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000016490.15,CLCA1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000016602.9,CLCA4,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000016864.16,GLT8D1,299,486.001,309,388.999,410.001,301.001,237.999,109,253.999,193,163,277.999,153
ENSG00000017260.19,ATP2C1,1063,1625,1165.001,1482,1367,1049.999,797.999,827.999,1145,944.002,1078.999,850,909
ENSG00000017427.15,IGF1,3,6,18,6,2,7,0,11,12,1,4,8,8
ENSG00000017483.14,SLC38A5,189,287,144,218.999,173.999,112.999,41,94,115,108.001,99,89,65.999
ENSG00000017797.11,RALBP1,2832,4158,4703,3421,3894,2040,2635,903,2376,2452,1639,2583,2180
ENSG00000018189.12,RUFY3,501,756,451.001,743,480,427.001,328,245.001,274.999,258,279.999,314,273.001
ENSG00000018236.14,CNTN1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000018280.16,SLC11A1,8203.001,9528.001,13330.001,10473.001,12877.999,4060.002,6327,7717,2936.001,4821.999,6715,4775.001,7897.999
ENSG00000018408.14,WWTR1,28,22,11,17,10,9,4,8,8,11,9,1,5
ENSG00000018510.12,AGPS,1111,1252,796,1010,768,1040,725,724,795,910,856,710,638
ENSG00000018607.6,ZNF806,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000018610.13,CXorf56,238,358,179,336,300,226,126,117,404,209,150,173,155
ENSG00000018625.14,ATP1A2,2,0,2,0,1,0,0,1,0,0,1,0,0
ENSG00000018699.11,TTC27,265,411,218,322,307,233,208,145,354,193,180,239,173
ENSG00000018869.16,ZNF582,61,113,66,105,77,88,42,25,80.999,13,38.001,92,39
ENSG00000019102.11,VSIG2,4,3,1,6,6,0,1,5,2,1,0,3,0
ENSG00000019144.16,PHLDB1,25,61.999,9,8.999,31.999,12,4,6,4,6,16,21.999,10
ENSG00000019169.10,MARCO,93,142,206,160,100,96,49,11,24,22,38,42,7
ENSG00000019186.9,CYP24A1,6,8,0,3,3,0,0,2,0,0,0,1,1
ENSG00000019485.12,PRDM11,268,351.999,180.999,309.999,254,175,113,104,161,107.999,118,152,135
ENSG00000019505.7,SYT13,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000019549.8,SNAI2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000019582.14,CD74,33680.999,34293.001,31187.001,33387.001,25620.002,5854.999,9329.999,3994.999,5811,6684,5846.999,6378.001,4462.001
ENSG00000019991.15,HGF,213,270,232.999,209.999,149.001,307,251.001,69.999,115,84.999,89,99,171
ENSG00000019995.6,ZRANB1,1002.779,1544.843,1281.878,1406.363,1406.067,917.924,985.524,1061.658,1007.92,1540.132,1417.729,852.601,1025.26
ENSG00000020129.15,NCDN,480.001,646,344.999,633,714.001,227,161,119,309,170.001,173.001,187,156
ENSG00000020181.17,ADGRA2,176,265,67,171,213,94,47,52,73,24,111,44,56
ENSG00000020219.9,CCT8L1P,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000020256.19,ZFP64,214,236,166.001,246.001,206.999,123,108,53,105,82,80,109.999,60
ENSG00000020426.10,MNAT1,72,108,108.002,82,45,46,46,105,84,69,46,65,49
ENSG00000020577.13,SAMD4A,148.999,220.999,146,216.001,182,99,164,27,123,45,94,173,52
ENSG00000020633.18,RUNX3,5716.001,5423,4211,4777,4060,2331,1338,2193,2666,3217,2832,2377,1275
ENSG00000020922.12,MRE11A,993.001,1049,789,976,903,689,678.999,520.999,613.999,495,500.001,611,511
ENSG00000021300.13,PLEKHB1,205.999,409.001,94,273,275,85,95,85,134,108,87,120.001,38
ENSG00000021355.12,SERPINB1,3327,5397,4764,5103.001,6289,4068,4889,2723,3489.001,5097,5208.999,3426,3549
ENSG00000021461.16,CYP3A43,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000021488.12,SLC7A9,1,0,6,4,5,4,0,2,1,4,0,2,2
ENSG00000021574.11,SPAST,1198,1853,1654.999,1593,1372.999,1135,1056,678,1415,1413,1117,1067,1208.001
ENSG00000021645.17,NRXN3,0,0,0,0,0,0,0,0,0,0,3,0,0
ENSG00000021762.19,OSBPL5,1111,1096.999,1116.999,1300.999,1122.002,579.999,195,333.998,517.998,173.001,255,591.999,312.999
ENSG00000021776.10,AQR,1717,2285,1587,2038,1531,1814.001,1293,965.999,1279,1124,1169,1346,1049
ENSG00000021826.14,CPS1,5,5,2,8,3,4,1,8,1,3,5,11,7
ENSG00000021852.12,C8B,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000022267.16,FHL1,228,553,185.999,285,308,136,153,271.999,185,249,293,146,231
ENSG00000022277.12,RTFDC1,1538.999,2965.921,2868.947,2711,3021,1412,1895,1176,2028.001,2155,1802,1591.634,1695
ENSG00000022355.14,GABRA1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000022556.15,NLRP2,96.999,75.001,190.792,166,241.999,51,103,35,283,51,40.943,40,68
ENSG00000022567.9,SLC45A4,2568,4415,4971.999,4851,7760,1860,2321,2307,3361,3131.999,2326.999,2782,3923
ENSG00000022840.15,RNF10,3348,5183,4689.002,5042,6956,2053.999,2474.001,2801.998,2543,5364,3942.002,2135.002,2734
ENSG00000022976.15,ZNF839,287,544.001,419.998,469.001,486.999,222,217,197.999,239.999,213,162.001,235.001,245
ENSG00000023041.11,ZDHHC6,625,939.999,673,741,775,630.999,533,365.999,523.001,423,442,539,541.999
ENSG00000023171.14,GRAMD1B,439.001,865.999,397.001,611.998,572,305,347,179,360,256.998,464.001,427.998,250
ENSG00000023191.16,RNH1,1953.999,2944.999,1471.998,2632,2599.001,966.999,843,696.999,1293.998,842,875.998,634,942.001
ENSG00000023228.13,NDUFS1,1653.999,2500.579,1683,2234,2093,1625,1302,781.999,1977.999,1107,983,1411,1142
ENSG00000023287.12,RB1CC1,2228,3087.001,3389,2778.001,2405.001,1926.001,2461.999,2050.999,1674.999,2713.001,2219,2042.001,2256.001
ENSG00000023318.7,ERP44,1121,1626,1492,1483,1100,1217,1176,821,1274,1471,1429,1082,976
ENSG00000023330.14,ALAS1,548,1005,761.001,904.001,1093.001,386.001,425.001,142.001,458,204,383,357,551.999
ENSG00000023445.13,BIRC3,4449,4532.001,3327,3912,3622,2443,2032.001,2158.001,2201,2595,3351.001,1916,1519.001
ENSG00000023516.8,AKAP11,2819,3101,2000,2742,2106,2227,1609,1439,2556,2134,1696,2130,1463
ENSG00000023572.8,GLRX2,60,66,48,47,50,52,45,23,30,43,44,38,19
ENSG00000023608.4,SNAPC1,49.714,75,160.18,70,76,72,55.397,35.061,125,59,52,67.29,48.329
ENSG00000023697.12,DERA,203.001,296,221,297.001,220.999,190.001,187.999,137,194,201,210,169,204
ENSG00000023734.10,STRAP,736,1278.001,745,1116.001,884,706,548,675,1022,1079.999,875,553,541
ENSG00000023839.10,ABCC2,68,122,66,119,152,85,74,41,50,53,77,57,111
ENSG00000023892.10,DEF6,2650,3892,2867,3656,4643,1195.001,1340,828,1987,1163,1065,1272,1341
ENSG00000023902.13,PLEKHO1,3535.001,7521,5281.999,6671.999,6078,1965.001,2250.001,1015.001,2669.999,1971,2747,1894.001,2282
ENSG00000023909.9,GCLM,491,596,427,411,403,354,237,230,382,253,168,373,245
ENSG00000024048.10,UBR2,5596.001,9148,9930,8175,9362,6310,7427,4794,7010,6650,6431.999,6658,8671
ENSG00000024422.11,EHD2,3,6,7,2,7,2,3,4,4,5,6,1,1
ENSG00000024526.16,DEPDC1,0,7,14,10,2,9,3,8,5,2,3,10,18
ENSG00000024862.16,CCDC28A,323,556,519,503,572,356,443,207,415,313,227,370,378
ENSG00000025039.14,RRAGD,581,996,974,900,820,629.999,799,339,670.001,799,750,528,942
ENSG00000025156.12,HSF2,166.001,236,154,218,171.999,135,111,172.001,93,151,235,162,85
ENSG00000025293.15,PHF20,2076,3441,2660,2971.001,2834.001,1715,1637,961,2041,1753.001,1409,1672,1570
ENSG00000025423.11,HSD17B6,2,2,0,8,1,1,1,0,5,2,2,0,1
ENSG00000025434.18,NR1H3,32,98,78.999,58,94,49,38,21.001,60,14,26,62,30
ENSG00000025708.12,TYMP,9541.917,16492.558,13683.101,13989.792,16464.156,3590.793,5551.39,2133.356,7255.838,3272.132,5438.327,4048.961,5541.316
ENSG00000025770.18,NCAPH2,478.999,844.001,400.999,762.001,933.001,253,201.999,251.999,374,282,344.001,222.001,303
ENSG00000025772.7,TOMM34,104,173,147,174,124,78,63,34,112,36,35,59,67
ENSG00000025796.13,SEC63,1109.001,1408.999,1139.001,1192.001,934,1072,761.002,799.998,895.002,1066.988,883,903,669
ENSG00000025800.13,KPNA6,2551,3614,2328,3267,2688,2058,1556,1363.999,1803,1846,1909.001,1615,1401
ENSG00000026025.13,VIM,18509,29316.999,21098.001,28399,31125,10677.999,14080,8044.001,11090.001,13173.001,11610,7944,10906.001
ENSG00000026036.20,RTEL1-TNFRSF6B,378.587,421.341,202.932,460.044,464.476,119.693,119.212,167.343,128.635,82.773,136.348,126.269,152.862
ENSG00000026103.19,FAS,1304.001,2172.999,2384,2350,2245.999,938,1589,629.999,1381,1437.999,1429,1731.001,1573
ENSG00000026297.15,RNASET2,6095.407,10607.999,12261.498,9712.357,11063,2961.51,4608,2337.999,3957.999,3666.516,2998,3925.998,2629
ENSG00000026508.16,CD44,13455,15983,10866.001,14020.001,15805.998,10993.999,9815,7669.998,8581.002,13731.998,10756.998,6987,7790
ENSG00000026559.13,KCNG1,79,3,58.999,64.999,64.001,17,28,10,19,22,7,7,17
ENSG00000026652.13,AGPAT4,347,537,584,503.999,368,334,210,315.999,271.999,219,223,371,270
ENSG00000026751.16,SLAMF7,1582,1810.001,1269.999,1306.999,1274,915.002,459,406.999,1007.999,549.999,296,942,435.999
ENSG00000026950.16,BTN3A1,4580.868,8872.285,7259.348,8255.546,8218.107,3564.521,3937.211,2394.395,3265.738,2272.098,1354.812,4604.404,4010.921
ENSG00000027001.9,MIPEP,78,173.999,90,129,105,67,34,54,91,56,49,55,50
ENSG00000027075.13,PRKCH,4291.001,5757.998,3295.001,4588.999,4309.999,2461,1392,2292.999,2941.002,2832.839,2401.999,2633,1357.001
ENSG00000027644.4,INSRR,0,0,4,0,0,0,0,1,0,0,0,0,0
ENSG00000027697.12,IFNGR1,3208,5296.001,5543.999,4598,4425.001,4722,4855.999,3154,3904,6969,5338,4173.999,5021
ENSG00000027847.13,B4GALT7,289.001,403,218,301.001,328,108.999,108,108,96,108,135,112,105
ENSG00000027869.11,SH2D2A,678.001,697.001,877.001,539.001,555,198,103.001,231,215,163,123,277,99.001
ENSG00000028116.16,VRK2,308.999,524,413,452.001,335,324,305,241,435.001,288,401,326,243
ENSG00000028137.16,TNFRSF1B,13357,23213,19042,20154.001,20768.001,9564.999,10400,7631,14233,14878,14076,8968,9787
ENSG00000028203.17,VEZT,528,594,448.999,504,370.001,471,335,301.999,333.999,267,308.001,348,372.999
ENSG00000028277.20,POU2F2,2358,3028,2046.001,2860.999,2518.999,1104.999,1325.999,515,1035,644,755.001,784,707.001
ENSG00000028310.17,BRD9,957.001,1558.962,843,1393,1399.999,482,431,581,607,440.999,533.999,620.001,468
ENSG00000028528.14,SNX1,2925.001,4331,3246,4172,3836,2298.001,2302.001,1306,2069.999,1930,1611,2083.999,1784
ENSG00000028839.9,TBPL1,303.999,432.999,382,391,315.999,319.001,261,246,262,353.999,254,312.001,362
ENSG00000029153.14,ARNTL2,42,36,46,57.999,37,26,21,23,42,37,18,12,15
ENSG00000029363.15,BCLAF1,4428.057,6558.819,5191.727,5931.769,4673.235,4145.59,4059.002,5411,3486.863,6903.999,6037.648,4095,3301.999
ENSG00000029364.11,SLC39A9,1281.001,1995.999,1589.999,1943.001,1661,1574.999,1182,801,1322,1233.999,1006.001,1131,1514.999
ENSG00000029534.19,ANK1,264.001,335,148.001,205.999,387,143.001,78,150,85,172.999,238,75,98
ENSG00000029559.6,IBSP,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000029639.10,TFB1M,98,135,100,108,109,79.001,45,25,111,40,49,72,45
ENSG00000029725.16,RABEP1,1487,2184,1621.001,1991,1629.001,1338,1091,712.001,1353,928,803,1294.999,964
ENSG00000029993.14,HMGB3,4,29,29,59,40,11,18,22,39,24,26,6,6
ENSG00000030066.13,NUP160,1093,1618.999,970,1624.998,1363.998,1119.001,761,618.001,1182,560.001,645,928,894
ENSG00000030110.12,BAK1,568,942,658,874.815,954,451,274,238,629,428,504,326,498
ENSG00000030304.12,MUSK,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000030419.16,IKZF2,680.001,1910,772.999,1362,1162,1360.999,407.999,924,1242,1137,886,1240,1208.002
ENSG00000030582.16,GRN,8618.001,12840,9807.003,13019.999,14036.002,5767,6036,2817,12094.997,4751,5743.999,3192,5285.001
ENSG00000031003.10,FAM13B,1868.999,2259.999,2145,2288.001,1986.001,1660,1369,1859,1552.999,2180,2272,1451,1372.999
ENSG00000031081.10,ARHGAP31,871,817,549,1068,629,411,481,251,516,411,330,374,438
ENSG00000031691.6,CENPQ,58,54,41,54,49,60,48,16,57,14,13,38,40
ENSG00000031698.12,SARS,1203,2140.999,1201,1836,1726,760,720.999,493,991,626.999,644,750,663
ENSG00000031823.14,RANBP3,1015.999,1633.001,1129.001,1454,1362.999,464.998,505,355.999,405,473,479.998,556,434.001
ENSG00000032219.18,ARID4A,1494,2336.998,2620.001,2156.001,1786,1117,1456.999,991.999,1270,1511.999,1304,1397,1143
ENSG00000032389.12,TSSC1,201,363.999,189.001,309,313.001,187,108,153,220,178,151,143,138.001
ENSG00000032444.15,PNPLA6,3485.001,4215,3368.003,4443.001,5490.998,1720.001,1422.001,1120.001,2252,1515,2130,1099,1434.999
ENSG00000032742.17,IFT88,168,247,159,167,138,139,126.001,172.001,146,164,164,132,150
ENSG00000033011.11,ALG1,319.364,419,203,444.999,416,180.984,99,85,328,106.016,92,186,104
ENSG00000033030.13,ZCCHC8,604.999,798,597,714.002,619.001,529,478,361.999,267,390.999,305.001,426.999,400.999
ENSG00000033050.7,ABCF2,611,1025,526,839.001,872,491,345,206,505.999,241,230.001,324,285.999
ENSG00000033100.14,CHPF2,1987,3293.999,2471,3103.001,3565,1177.999,1238,787,1604,1393,1386,1092,1426
ENSG00000033122.18,LRRC7,1,8,0,5,4,0,3,0,1,4,0,10,4
ENSG00000033170.16,FUT8,342,549.001,329,448,407,356,249,519,371.998,352,372.999,291.001,266
ENSG00000033178.12,UBA6,1341,1753.999,1263,1662,1393,1384,1025.999,982,1315,1244,1192.999,1127.001,1090
ENSG00000033327.12,GAB2,3481.999,5607.001,7337.001,5100,6679,2753,3861.999,2876,2584,4953,4524.001,3232,3492
ENSG00000033627.14,ATP6V0A1,1196.001,2081.999,1781.998,1678.998,1728.001,963.999,1051.999,589.999,993.001,873.999,867.998,686,1142.003
ENSG00000033800.13,PIAS1,2859,3533,4138,3577,2918,2695,3259,2034,2018,3385,3224.001,2813.001,2365
ENSG00000033867.16,SLC4A7,1645.999,1697.998,1302,1531.001,1299.999,1028.999,688.999,773,1229.001,808,797,1086,670.999
ENSG00000034053.14,APBA2,942,1250,498.999,943.001,919.001,415,277,387,358.001,358.999,423,512,262
